% Moku:Lab Oscilloscope
% Channel A (Input 1, on), DC , 1 MOhm , 10 Vpp, 1 x probe attenuation
% Channel B (Output 1, on), 1 x probe attenuation
% Time span 97.17 ms, time offset -156.6 ms, Normal acquisition mode, 28 averages
% Edge trigger: Channel B, level 90.00 mV, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (on) - Ramp, 10.000 000 Hz, 90.0 mVpp, offset 91.0 mV, phase 0.000 000 deg, symmetry 50.00 %, output termination 50 Ohm
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %, output termination 50 Ohm
% Internal 10 MHz clock
% Acquired 2025-11-12 T 17:21:48 -0500
% Time (s), Channel A (V), Channel B (V)
1.0128909600e-01, 6.6666667408e-02, 9.2233334359e-02
1.0129588800e-01, 6.6133334069e-02, 9.2266667692e-02
1.0130268000e-01, 6.6666667408e-02, 9.2266667692e-02
1.0130947200e-01, 6.6400000738e-02, 9.2300001026e-02
1.0131626400e-01, 6.6133334069e-02, 9.2300001026e-02
1.0132305600e-01, 6.6400000738e-02, 9.2300001026e-02
1.0132984800e-01, 6.6133334069e-02, 9.2333334360e-02
1.0133664000e-01, 6.6133334069e-02, 9.2333334360e-02
1.0134343200e-01, 6.6400000738e-02, 9.2333334360e-02
1.0135022400e-01, 6.6933334077e-02, 9.2366667694e-02
1.0135701600e-01, 6.5866667399e-02, 9.2366667694e-02
1.0136380800e-01, 6.6400000738e-02, 9.2400001027e-02
1.0137060000e-01, 6.6400000738e-02, 9.2400001027e-02
1.0137739200e-01, 6.6133334069e-02, 9.2400001027e-02
1.0138418400e-01, 6.6133334069e-02, 9.2433334361e-02
1.0139097600e-01, 6.6666667408e-02, 9.2433334361e-02
1.0139776800e-01, 6.5866667399e-02, 9.2433334361e-02
1.0140456000e-01, 6.6133334069e-02, 9.2466667695e-02
1.0141135200e-01, 6.5866667399e-02, 9.2466667695e-02
1.0141814400e-01, 6.6133334069e-02, 9.2466667695e-02
1.0142493600e-01, 6.6400000738e-02, 9.2500001028e-02
1.0143172800e-01, 6.6133334069e-02, 9.2500001028e-02
1.0143852000e-01, 6.5600000729e-02, 9.2533334362e-02
1.0144531200e-01, 6.6133334069e-02, 9.2533334362e-02
1.0145210400e-01, 6.6133334069e-02, 9.2533334362e-02
1.0145889600e-01, 6.5866667399e-02, 9.2566667696e-02
1.0146568800e-01, 6.6133334069e-02, 9.2566667696e-02
1.0147248000e-01, 6.6666667408e-02, 9.2566667696e-02
1.0147927200e-01, 6.6400000738e-02, 9.2600001029e-02
1.0148606400e-01, 6.6400000738e-02, 9.2600001029e-02
1.0149285600e-01, 6.6133334069e-02, 9.2600001029e-02
1.0149964800e-01, 6.6133334069e-02, 9.2633334363e-02
1.0150644000e-01, 6.6133334069e-02, 9.2633334363e-02
1.0151323200e-01, 6.6666667408e-02, 9.2666667697e-02
1.0152002400e-01, 6.6133334069e-02, 9.2666667697e-02
1.0152681600e-01, 6.6400000738e-02, 9.2666667697e-02
1.0153360800e-01, 6.5866667399e-02, 9.2700001031e-02
1.0154040000e-01, 6.6400000738e-02, 9.2700001031e-02
1.0154719200e-01, 6.6400000738e-02, 9.2700001031e-02
1.0155398400e-01, 6.6133334069e-02, 9.2733334364e-02
1.0156077600e-01, 6.6133334069e-02, 9.2733334364e-02
1.0156756800e-01, 6.6133334069e-02, 9.2766667698e-02
1.0157436000e-01, 6.6133334069e-02, 9.2766667698e-02
1.0158115200e-01, 6.6133334069e-02, 9.2766667698e-02
1.0158794400e-01, 6.6666667408e-02, 9.2800001032e-02
1.0159473600e-01, 6.5866667399e-02, 9.2800001032e-02
1.0160152800e-01, 6.6400000738e-02, 9.2800001032e-02
1.0160832000e-01, 6.5866667399e-02, 9.2833334365e-02
1.0161511200e-01, 6.6400000738e-02, 9.2833334365e-02
1.0162190400e-01, 6.6400000738e-02, 9.2833334365e-02
1.0162869600e-01, 6.6400000738e-02, 9.2866667699e-02
1.0163548800e-01, 6.6400000738e-02, 9.2866667699e-02
1.0164228000e-01, 6.6133334069e-02, 9.2900001033e-02
1.0164907200e-01, 6.6133334069e-02, 9.2900001033e-02
1.0165586400e-01, 6.5600000729e-02, 9.2900001033e-02
1.0166265600e-01, 6.6400000738e-02, 9.2933334367e-02
1.0166944800e-01, 6.6666667408e-02, 9.2933334367e-02
1.0167624000e-01, 6.5866667399e-02, 9.2933334367e-02
1.0168303200e-01, 6.5866667399e-02, 9.2966667700e-02
1.0168982400e-01, 6.6133334069e-02, 9.2966667700e-02
1.0169661600e-01, 6.5600000729e-02, 9.2966667700e-02
1.0170340800e-01, 6.6400000738e-02, 9.3000001034e-02
1.0171020000e-01, 6.6400000738e-02, 9.3000001034e-02
1.0171699200e-01, 6.5866667399e-02, 9.3033334368e-02
1.0172378400e-01, 6.6400000738e-02, 9.3033334368e-02
1.0173057600e-01, 6.6400000738e-02, 9.3033334368e-02
1.0173736800e-01, 6.6133334069e-02, 9.3066667701e-02
1.0174416000e-01, 6.5866667399e-02, 9.3066667701e-02
1.0175095200e-01, 6.6400000738e-02, 9.3066667701e-02
1.0175774400e-01, 6.6400000738e-02, 9.3100001035e-02
1.0176453600e-01, 6.6133334069e-02, 9.3100001035e-02
1.0177132800e-01, 6.6400000738e-02, 9.3133334369e-02
1.0177812000e-01, 6.6133334069e-02, 9.3133334369e-02
1.0178491200e-01, 6.6133334069e-02, 9.3133334369e-02
1.0179170400e-01, 6.6133334069e-02, 9.3166667702e-02
1.0179849600e-01, 6.6133334069e-02, 9.3166667702e-02
1.0180528800e-01, 6.5866667399e-02, 9.3166667702e-02
1.0181208000e-01, 6.6133334069e-02, 9.3200001036e-02
1.0181887200e-01, 6.5866667399e-02, 9.3200001036e-02
1.0182566400e-01, 6.5866667399e-02, 9.3200001036e-02
1.0183245600e-01, 6.6133334069e-02, 9.3233334370e-02
1.0183924800e-01, 6.5866667399e-02, 9.3233334370e-02
1.0184604000e-01, 6.6133334069e-02, 9.3266667704e-02
1.0185283200e-01, 6.5866667399e-02, 9.3266667704e-02
1.0185962400e-01, 6.6133334069e-02, 9.3266667704e-02
1.0186641600e-01, 6.6133334069e-02, 9.3300001037e-02
1.0187320800e-01, 6.6133334069e-02, 9.3300001037e-02
1.0188000000e-01, 6.5866667399e-02, 9.3300001037e-02
1.0188679200e-01, 6.5866667399e-02, 9.3333334371e-02
1.0189358400e-01, 6.5866667399e-02, 9.3333334371e-02
1.0190037600e-01, 6.6133334069e-02, 9.3333334371e-02
1.0190716800e-01, 6.6400000738e-02, 9.3366667705e-02
1.0191396000e-01, 6.6400000738e-02, 9.3366667705e-02
1.0192075200e-01, 6.6133334069e-02, 9.3400001038e-02
1.0192754400e-01, 6.5866667399e-02, 9.3400001038e-02
1.0193433600e-01, 6.5600000729e-02, 9.3400001038e-02
1.0194112800e-01, 6.5866667399e-02, 9.3433334372e-02
1.0194792000e-01, 6.6133334069e-02, 9.3433334372e-02
1.0195471200e-01, 6.5866667399e-02, 9.3433334372e-02
1.0196150400e-01, 6.6133334069e-02, 9.3466667706e-02
1.0196829600e-01, 6.6133334069e-02, 9.3466667706e-02
1.0197508800e-01, 6.6133334069e-02, 9.3500001040e-02
1.0198188000e-01, 6.5866667399e-02, 9.3500001040e-02
1.0198867200e-01, 6.6400000738e-02, 9.3500001040e-02
1.0199546400e-01, 6.6133334069e-02, 9.3533334373e-02
1.0200225600e-01, 6.6133334069e-02, 9.3533334373e-02
1.0200904800e-01, 6.5866667399e-02, 9.3533334373e-02
1.0201584000e-01, 6.5866667399e-02, 9.3566667707e-02
1.0202263200e-01, 6.5600000729e-02, 9.3566667707e-02
1.0202942400e-01, 6.6133334069e-02, 9.3566667707e-02
1.0203621600e-01, 6.6133334069e-02, 9.3600001041e-02
1.0204300800e-01, 6.5866667399e-02, 9.3600001041e-02
1.0204980000e-01, 6.6133334069e-02, 9.3633334374e-02
1.0205659200e-01, 6.5600000729e-02, 9.3633334374e-02
1.0206338400e-01, 6.6133334069e-02, 9.3633334374e-02
1.0207017600e-01, 6.5866667399e-02, 9.3666667708e-02
1.0207696800e-01, 6.5866667399e-02, 9.3666667708e-02
1.0208376000e-01, 6.6133334069e-02, 9.3666667708e-02
1.0209055200e-01, 6.5600000729e-02, 9.3700001042e-02
1.0209734400e-01, 6.5600000729e-02, 9.3700001042e-02
1.0210413600e-01, 6.5866667399e-02, 9.3700001042e-02
1.0211092800e-01, 6.5866667399e-02, 9.3733334375e-02
1.0211772000e-01, 6.5600000729e-02, 9.3733334375e-02
1.0212451200e-01, 6.5866667399e-02, 9.3766667709e-02
1.0213130400e-01, 6.5866667399e-02, 9.3766667709e-02
1.0213809600e-01, 6.6400000738e-02, 9.3766667709e-02
1.0214488800e-01, 6.5866667399e-02, 9.3800001043e-02
1.0215168000e-01, 6.5866667399e-02, 9.3800001043e-02
1.0215847200e-01, 6.5866667399e-02, 9.3800001043e-02
1.0216526400e-01, 6.5600000729e-02, 9.3833334377e-02
1.0217205600e-01, 6.5866667399e-02, 9.3833334377e-02
1.0217884800e-01, 6.5866667399e-02, 9.3866667710e-02
1.0218564000e-01, 6.5600000729e-02, 9.3866667710e-02
1.0219243200e-01, 6.6400000738e-02, 9.3866667710e-02
1.0219922400e-01, 6.6133334069e-02, 9.3900001044e-02
1.0220601600e-01, 6.6133334069e-02, 9.3900001044e-02
1.0221280800e-01, 6.6133334069e-02, 9.3900001044e-02
1.0221960000e-01, 6.5600000729e-02, 9.3933334378e-02
1.0222639200e-01, 6.5600000729e-02, 9.3933334378e-02
1.0223318400e-01, 6.6133334069e-02, 9.3933334378e-02
1.0223997600e-01, 6.5866667399e-02, 9.3966667711e-02
1.0224676800e-01, 6.5866667399e-02, 9.3966667711e-02
1.0225356000e-01, 6.5866667399e-02, 9.4000001045e-02
1.0226035200e-01, 6.5866667399e-02, 9.4000001045e-02
1.0226714400e-01, 6.5600000729e-02, 9.4000001045e-02
1.0227393600e-01, 6.5866667399e-02, 9.4033334379e-02
1.0228072800e-01, 6.5333334060e-02, 9.4033334379e-02
1.0228752000e-01, 6.6400000738e-02, 9.4033334379e-02
1.0229431200e-01, 6.6400000738e-02, 9.4066667712e-02
1.0230110400e-01, 6.6400000738e-02, 9.4066667712e-02
1.0230789600e-01, 6.6666667408e-02, 9.4066667712e-02
1.0231468800e-01, 6.5866667399e-02, 9.4100001046e-02
1.0232148000e-01, 6.5866667399e-02, 9.4100001046e-02
1.0232827200e-01, 6.5600000729e-02, 9.4133334380e-02
1.0233506400e-01, 6.6400000738e-02, 9.4133334380e-02
1.0234185600e-01, 6.5866667399e-02, 9.4133334380e-02
1.0234864800e-01, 6.5600000729e-02, 9.4166667714e-02
1.0235544000e-01, 6.6666667408e-02, 9.4166667714e-02
1.0236223200e-01, 6.5333334060e-02, 9.4166667714e-02
1.0236902400e-01, 6.5866667399e-02, 9.4200001047e-02
1.0237581600e-01, 6.5866667399e-02, 9.4200001047e-02
1.0238260800e-01, 6.5600000729e-02, 9.4233334381e-02
1.0238940000e-01, 6.6400000738e-02, 9.4233334381e-02
1.0239619200e-01, 6.6400000738e-02, 9.4233334381e-02
1.0240298400e-01, 6.6133334069e-02, 9.4266667715e-02
1.0240977600e-01, 6.5866667399e-02, 9.4266667715e-02
1.0241656800e-01, 6.5866667399e-02, 9.4266667715e-02
1.0242336000e-01, 6.5600000729e-02, 9.4300001048e-02
1.0243015200e-01, 6.5866667399e-02, 9.4300001048e-02
1.0243694400e-01, 6.5600000729e-02, 9.4300001048e-02
1.0244373600e-01, 6.5866667399e-02, 9.4333334382e-02
1.0245052800e-01, 6.6133334069e-02, 9.4333334382e-02
1.0245732000e-01, 6.5866667399e-02, 9.4366667716e-02
1.0246411200e-01, 6.5866667399e-02, 9.4366667716e-02
1.0247090400e-01, 6.5866667399e-02, 9.4366667716e-02
1.0247769600e-01, 6.5333334060e-02, 9.4400001050e-02
1.0248448800e-01, 6.5600000729e-02, 9.4400001050e-02
1.0249128000e-01, 6.5866667399e-02, 9.4400001050e-02
1.0249807200e-01, 6.5866667399e-02, 9.4433334383e-02
1.0250486400e-01, 6.6133334069e-02, 9.4433334383e-02
1.0251165600e-01, 6.5866667399e-02, 9.4466667717e-02
1.0251844800e-01, 6.6133334069e-02, 9.4466667717e-02
1.0252524000e-01, 6.6133334069e-02, 9.4466667717e-02
1.0253203200e-01, 6.5866667399e-02, 9.4500001051e-02
1.0253882400e-01, 6.5600000729e-02, 9.4500001051e-02
1.0254561600e-01, 6.6400000738e-02, 9.4500001051e-02
1.0255240800e-01, 6.5866667399e-02, 9.4533334384e-02
1.0255920000e-01, 6.5866667399e-02, 9.4533334384e-02
1.0256599200e-01, 6.5600000729e-02, 9.4533334384e-02
1.0257278400e-01, 6.5866667399e-02, 9.4566667718e-02
1.0257957600e-01, 6.5600000729e-02, 9.4566667718e-02
1.0258636800e-01, 6.6133334069e-02, 9.4600001052e-02
1.0259316000e-01, 6.6133334069e-02, 9.4600001052e-02
1.0259995200e-01, 6.5600000729e-02, 9.4600001052e-02
1.0260674400e-01, 6.5866667399e-02, 9.4633334385e-02
1.0261353600e-01, 6.6666667408e-02, 9.4633334385e-02
1.0262032800e-01, 6.6133334069e-02, 9.4633334385e-02
1.0262712000e-01, 6.5866667399e-02, 9.4666667719e-02
1.0263391200e-01, 6.5866667399e-02, 9.4666667719e-02
1.0264070400e-01, 6.5066667390e-02, 9.4666667719e-02
1.0264749600e-01, 6.6133334069e-02, 9.4700001053e-02
1.0265428800e-01, 6.5866667399e-02, 9.4700001053e-02
1.0266108000e-01, 6.6133334069e-02, 9.4733334387e-02
1.0266787200e-01, 6.6400000738e-02, 9.4733334387e-02
1.0267466400e-01, 6.5866667399e-02, 9.4733334387e-02
1.0268145600e-01, 6.5866667399e-02, 9.4766667720e-02
1.0268824800e-01, 6.6133334069e-02, 9.4766667720e-02
1.0269504000e-01, 6.5600000729e-02, 9.4766667720e-02
1.0270183200e-01, 6.6400000738e-02, 9.4800001054e-02
1.0270862400e-01, 6.6400000738e-02, 9.4800001054e-02
1.0271541600e-01, 6.6133334069e-02, 9.4833334388e-02
1.0272220800e-01, 6.6133334069e-02, 9.4833334388e-02
1.0272900000e-01, 6.6133334069e-02, 9.4833334388e-02
1.0273579200e-01, 6.6400000738e-02, 9.4866667721e-02
1.0274258400e-01, 6.6133334069e-02, 9.4866667721e-02
1.0274937600e-01, 6.6133334069e-02, 9.4866667721e-02
1.0275616800e-01, 6.6400000738e-02, 9.4900001055e-02
1.0276296000e-01, 6.6133334069e-02, 9.4900001055e-02
1.0276975200e-01, 6.5866667399e-02, 9.4900001055e-02
1.0277654400e-01, 6.5866667399e-02, 9.4933334389e-02
1.0278333600e-01, 6.5866667399e-02, 9.4933334389e-02
1.0279012800e-01, 6.6133334069e-02, 9.4966667722e-02
1.0279692000e-01, 6.6133334069e-02, 9.4966667722e-02
1.0280371200e-01, 6.6133334069e-02, 9.4966667722e-02
1.0281050400e-01, 6.5866667399e-02, 9.5000001056e-02
1.0281729600e-01, 6.6133334069e-02, 9.5000001056e-02
1.0282408800e-01, 6.6133334069e-02, 9.5000001056e-02
1.0283088000e-01, 6.6133334069e-02, 9.5033334390e-02
1.0283767200e-01, 6.6400000738e-02, 9.5033334390e-02
1.0284446400e-01, 6.6400000738e-02, 9.5033334390e-02
1.0285125600e-01, 6.5866667399e-02, 9.5066667724e-02
1.0285804800e-01, 6.6400000738e-02, 9.5066667724e-02
1.0286484000e-01, 6.6133334069e-02, 9.5100001057e-02
1.0287163200e-01, 6.5866667399e-02, 9.5100001057e-02
1.0287842400e-01, 6.6133334069e-02, 9.5100001057e-02
1.0288521600e-01, 6.6400000738e-02, 9.5133334391e-02
1.0289200800e-01, 6.5600000729e-02, 9.5133334391e-02
1.0289880000e-01, 6.5866667399e-02, 9.5133334391e-02
1.0290559200e-01, 6.5866667399e-02, 9.5166667725e-02
1.0291238400e-01, 6.6133334069e-02, 9.5166667725e-02
1.0291917600e-01, 6.6133334069e-02, 9.5200001058e-02
1.0292596800e-01, 6.6133334069e-02, 9.5200001058e-02
1.0293276000e-01, 6.6666667408e-02, 9.5200001058e-02
1.0293955200e-01, 6.6133334069e-02, 9.5233334392e-02
1.0294634400e-01, 6.5600000729e-02, 9.5233334392e-02
1.0295313600e-01, 6.5600000729e-02, 9.5233334392e-02
1.0295992800e-01, 6.6133334069e-02, 9.5266667726e-02
1.0296672000e-01, 6.6133334069e-02, 9.5266667726e-02
1.0297351200e-01, 6.6133334069e-02, 9.5266667726e-02
1.0298030400e-01, 6.6133334069e-02, 9.5300001060e-02
1.0298709600e-01, 6.5866667399e-02, 9.5300001060e-02
1.0299388800e-01, 6.6400000738e-02, 9.5333334393e-02
1.0300068000e-01, 6.5866667399e-02, 9.5333334393e-02
1.0300747200e-01, 6.5866667399e-02, 9.5333334393e-02
1.0301426400e-01, 6.5333334060e-02, 9.5366667727e-02
1.0302105600e-01, 6.6133334069e-02, 9.5366667727e-02
1.0302784800e-01, 6.6133334069e-02, 9.5366667727e-02
1.0303464000e-01, 6.6133334069e-02, 9.5400001061e-02
1.0304143200e-01, 6.5866667399e-02, 9.5400001061e-02
1.0304822400e-01, 6.6400000738e-02, 9.5400001061e-02
1.0305501600e-01, 6.5866667399e-02, 9.5433334394e-02
1.0306180800e-01, 6.6400000738e-02, 9.5433334394e-02
1.0306860000e-01, 6.5866667399e-02, 9.5466667728e-02
1.0307539200e-01, 6.6666667408e-02, 9.5466667728e-02
1.0308218400e-01, 6.5866667399e-02, 9.5466667728e-02
1.0308897600e-01, 6.5866667399e-02, 9.5500001062e-02
1.0309576800e-01, 6.5866667399e-02, 9.5500001062e-02
1.0310256000e-01, 6.6133334069e-02, 9.5500001062e-02
1.0310935200e-01, 6.6133334069e-02, 9.5533334395e-02
1.0311614400e-01, 6.6133334069e-02, 9.5533334395e-02
1.0312293600e-01, 6.5866667399e-02, 9.5566667729e-02
1.0312972800e-01, 6.6400000738e-02, 9.5566667729e-02
1.0313652000e-01, 6.5600000729e-02, 9.5566667729e-02
1.0314331200e-01, 6.6133334069e-02, 9.5600001063e-02
1.0315010400e-01, 6.5866667399e-02, 9.5600001063e-02
1.0315689600e-01, 6.6133334069e-02, 9.5600001063e-02
1.0316368800e-01, 6.6133334069e-02, 9.5633334397e-02
1.0317048000e-01, 6.5866667399e-02, 9.5633334397e-02
1.0317727200e-01, 6.5866667399e-02, 9.5633334397e-02
1.0318406400e-01, 6.5866667399e-02, 9.5666667730e-02
1.0319085600e-01, 6.6400000738e-02, 9.5666667730e-02
1.0319764800e-01, 6.6133334069e-02, 9.5700001064e-02
1.0320444000e-01, 6.5866667399e-02, 9.5700001064e-02
1.0321123200e-01, 6.5600000729e-02, 9.5700001064e-02
1.0321802400e-01, 6.6133334069e-02, 9.5733334398e-02
1.0322481600e-01, 6.6133334069e-02, 9.5733334398e-02
1.0323160800e-01, 6.6133334069e-02, 9.5733334398e-02
1.0323840000e-01, 6.5866667399e-02, 9.5766667731e-02
1.0324519200e-01, 6.5866667399e-02, 9.5766667731e-02
1.0325198400e-01, 6.5866667399e-02, 9.5766667731e-02
1.0325877600e-01, 6.6133334069e-02, 9.5800001065e-02
1.0326556800e-01, 6.5600000729e-02, 9.5800001065e-02
1.0327236000e-01, 6.5866667399e-02, 9.5833334399e-02
1.0327915200e-01, 6.6666667408e-02, 9.5833334399e-02
1.0328594400e-01, 6.6133334069e-02, 9.5833334399e-02
1.0329273600e-01, 6.6400000738e-02, 9.5866667732e-02
1.0329952800e-01, 6.6666667408e-02, 9.5866667732e-02
1.0330632000e-01, 6.6133334069e-02, 9.5866667732e-02
1.0331311200e-01, 6.6400000738e-02, 9.5900001066e-02
1.0331990400e-01, 6.6133334069e-02, 9.5900001066e-02
1.0332669600e-01, 6.6133334069e-02, 9.5933334400e-02
1.0333348800e-01, 6.6400000738e-02, 9.5933334400e-02
1.0334028000e-01, 6.6133334069e-02, 9.5933334400e-02
1.0334707200e-01, 6.6133334069e-02, 9.5966667734e-02
1.0335386400e-01, 6.5333334060e-02, 9.5966667734e-02
1.0336065600e-01, 6.5866667399e-02, 9.5966667734e-02
1.0336744800e-01, 6.5866667399e-02, 9.6000001067e-02
1.0337424000e-01, 6.5600000729e-02, 9.6000001067e-02
1.0338103200e-01, 6.6133334069e-02, 9.6000001067e-02
1.0338782400e-01, 6.6133334069e-02, 9.6033334401e-02
1.0339461600e-01, 6.6133334069e-02, 9.6033334401e-02
1.0340140800e-01, 6.6133334069e-02, 9.6066667735e-02
1.0340820000e-01, 6.6133334069e-02, 9.6066667735e-02
1.0341499200e-01, 6.6133334069e-02, 9.6066667735e-02
1.0342178400e-01, 6.5600000729e-02, 9.6100001068e-02
1.0342857600e-01, 6.6133334069e-02, 9.6100001068e-02
1.0343536800e-01, 6.5866667399e-02, 9.6100001068e-02
1.0344216000e-01, 6.6133334069e-02, 9.6133334402e-02
1.0344895200e-01, 6.6400000738e-02, 9.6133334402e-02
1.0345574400e-01, 6.5866667399e-02, 9.6133334402e-02
1.0346253600e-01, 6.5866667399e-02, 9.6166667736e-02
1.0346932800e-01, 6.6133334069e-02, 9.6166667736e-02
1.0347612000e-01, 6.5600000729e-02, 9.6200001070e-02
1.0348291200e-01, 6.6133334069e-02, 9.6200001070e-02
1.0348970400e-01, 6.5866667399e-02, 9.6200001070e-02
1.0349649600e-01, 6.6133334069e-02, 9.6233334403e-02
1.0350328800e-01, 6.6133334069e-02, 9.6233334403e-02
1.0351008000e-01, 6.5866667399e-02, 9.6233334403e-02
1.0351687200e-01, 6.6133334069e-02, 9.6266667737e-02
1.0352366400e-01, 6.6133334069e-02, 9.6266667737e-02
1.0353045600e-01, 6.6133334069e-02, 9.6300001071e-02
1.0353724800e-01, 6.5600000729e-02, 9.6300001071e-02
1.0354404000e-01, 6.5866667399e-02, 9.6300001071e-02
1.0355083200e-01, 6.6133334069e-02, 9.6333334404e-02
1.0355762400e-01, 6.5600000729e-02, 9.6333334404e-02
1.0356441600e-01, 6.6133334069e-02, 9.6333334404e-02
1.0357120800e-01, 6.5600000729e-02, 9.6366667738e-02
1.0357800000e-01, 6.6133334069e-02, 9.6366667738e-02
1.0358479200e-01, 6.5866667399e-02, 9.6366667738e-02
1.0359158400e-01, 6.5600000729e-02, 9.6400001072e-02
1.0359837600e-01, 6.6133334069e-02, 9.6400001072e-02
1.0360516800e-01, 6.6666667408e-02, 9.6433334405e-02
1.0361196000e-01, 6.6133334069e-02, 9.6433334405e-02
1.0361875200e-01, 6.6133334069e-02, 9.6433334405e-02
1.0362554400e-01, 6.6133334069e-02, 9.6466667739e-02
1.0363233600e-01, 6.6133334069e-02, 9.6466667739e-02
1.0363912800e-01, 6.6133334069e-02, 9.6466667739e-02
1.0364592000e-01, 6.6933334077e-02, 9.6500001073e-02
1.0365271200e-01, 6.6400000738e-02, 9.6500001073e-02
1.0365950400e-01, 6.6133334069e-02, 9.6500001073e-02
1.0366629600e-01, 6.6400000738e-02, 9.6533334407e-02
1.0367308800e-01, 6.6133334069e-02, 9.6533334407e-02
1.0367988000e-01, 6.6133334069e-02, 9.6566667740e-02
1.0368667200e-01, 6.5600000729e-02, 9.6566667740e-02
1.0369346400e-01, 6.5066667390e-02, 9.6566667740e-02
1.0370025600e-01, 6.5866667399e-02, 9.6600001074e-02
1.0370704800e-01, 6.5600000729e-02, 9.6600001074e-02
1.0371384000e-01, 6.6133334069e-02, 9.6600001074e-02
1.0372063200e-01, 6.5866667399e-02, 9.6633334408e-02
1.0372742400e-01, 6.6133334069e-02, 9.6633334408e-02
1.0373421600e-01, 6.6133334069e-02, 9.6666667741e-02
1.0374100800e-01, 6.6400000738e-02, 9.6666667741e-02
1.0374780000e-01, 6.5866667399e-02, 9.6666667741e-02
1.0375459200e-01, 6.5600000729e-02, 9.6700001075e-02
1.0376138400e-01, 6.6133334069e-02, 9.6700001075e-02
1.0376817600e-01, 6.6133334069e-02, 9.6700001075e-02
1.0377496800e-01, 6.5600000729e-02, 9.6733334409e-02
1.0378176000e-01, 6.5866667399e-02, 9.6733334409e-02
1.0378855200e-01, 6.6400000738e-02, 9.6733334409e-02
1.0379534400e-01, 6.5866667399e-02, 9.6766667742e-02
1.0380213600e-01, 6.6133334069e-02, 9.6766667742e-02
1.0380892800e-01, 6.6133334069e-02, 9.6800001076e-02
1.0381572000e-01, 6.5866667399e-02, 9.6800001076e-02
1.0382251200e-01, 6.6133334069e-02, 9.6800001076e-02
1.0382930400e-01, 6.6133334069e-02, 9.6833334410e-02
1.0383609600e-01, 6.5866667399e-02, 9.6833334410e-02
1.0384288800e-01, 6.5866667399e-02, 9.6833334410e-02
1.0384968000e-01, 6.6666667408e-02, 9.6866667744e-02
1.0385647200e-01, 6.6133334069e-02, 9.6866667744e-02
1.0386326400e-01, 6.6133334069e-02, 9.6866667744e-02
1.0387005600e-01, 6.5866667399e-02, 9.6900001077e-02
1.0387684800e-01, 6.6666667408e-02, 9.6900001077e-02
