% Moku:Lab Oscilloscope
% Channel A (Input 1, on), DC , 1 MOhm , 1 Vpp, 1 x probe attenuation
% Channel B (Output 1, on), 1 x probe attenuation
% Time span 186.2 ms, time offset -178.9 ms, Normal acquisition mode, no averaging
% Edge trigger: Channel B, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (on) - Ramp, 10.000 000 Hz, 1.200 0 Vpp, offset 21.0 mV, phase 0.000 000 deg, symmetry 50.00 %, output termination 50 Ohm
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %, output termination 50 Ohm
% Internal 10 MHz clock
% Acquired 2025-11-12 T 15:36:45 -0500
% Time (s), Channel A (V), Channel B (V)
1.0653596000e-01, 1.1736666541e+00, 1.5696666841e-01
1.0654897600e-01, 1.1816666540e+00, 1.5726666842e-01
1.0656199200e-01, 1.1843333206e+00, 1.5756666842e-01
1.0657500800e-01, 1.1976666538e+00, 1.5790000176e-01
1.0658802400e-01, 1.2006666538e+00, 1.5820000176e-01
1.0660104000e-01, 1.2059999871e+00, 1.5850000176e-01
1.0661405600e-01, 1.2113333204e+00, 1.5883333510e-01
1.0662707200e-01, 1.2219999869e+00, 1.5913333510e-01
1.0664008800e-01, 1.2273333202e+00, 1.5943333511e-01
1.0665310400e-01, 1.2353333201e+00, 1.5976666844e-01
1.0666612000e-01, 1.2459999867e+00, 1.6006666845e-01
1.0667913600e-01, 1.2513333199e+00, 1.6036666845e-01
1.0669215200e-01, 1.2566666532e+00, 1.6070000179e-01
1.0670516800e-01, 1.2673333198e+00, 1.6100000179e-01
1.0671818400e-01, 1.2729999864e+00, 1.6130000179e-01
1.0673120000e-01, 1.2836666529e+00, 1.6163333513e-01
1.0674421600e-01, 1.2863333196e+00, 1.6196666847e-01
1.0675723200e-01, 1.2916666528e+00, 1.6226666847e-01
1.0677024800e-01, 1.2969999861e+00, 1.6256666847e-01
1.0678326400e-01, 1.3049999860e+00, 1.6290000181e-01
1.0679628000e-01, 1.3183333192e+00, 1.6320000181e-01
1.0680929600e-01, 1.3236666525e+00, 1.6350000182e-01
1.0682231200e-01, 1.3289999858e+00, 1.6383333515e-01
1.0683532800e-01, 1.3369999857e+00, 1.6413333516e-01
1.0684834400e-01, 1.3399999856e+00, 1.6443333516e-01
1.0686136000e-01, 1.3453333189e+00, 1.6476666850e-01
1.0687437600e-01, 1.3586666521e+00, 1.6506666850e-01
1.0688739200e-01, 1.3666666520e+00, 1.6536666851e-01
1.0690040800e-01, 1.3746666519e+00, 1.6570000184e-01
1.0691342400e-01, 1.3773333186e+00, 1.6600000185e-01
1.0692644000e-01, 1.3879999851e+00, 1.6630000185e-01
1.0693945600e-01, 1.3906666518e+00, 1.6663333519e-01
1.0695247200e-01, 1.4013333183e+00, 1.6693333519e-01
1.0696548800e-01, 1.4039999850e+00, 1.6726666853e-01
1.0697850400e-01, 1.4069999849e+00, 1.6756666853e-01
1.0699152000e-01, 1.4176666515e+00, 1.6790000187e-01
1.0700453600e-01, 1.4229999848e+00, 1.6820000187e-01
1.0701755200e-01, 1.4309999847e+00, 1.6850000187e-01
1.0703056800e-01, 1.4363333179e+00, 1.6883333521e-01
1.0704358400e-01, 1.4443333179e+00, 1.6913333521e-01
1.0705660000e-01, 1.4523333178e+00, 1.6943333522e-01
1.0706961600e-01, 1.4549999844e+00, 1.6976666855e-01
1.0708263200e-01, 1.4629999843e+00, 1.7006666856e-01
1.0709564800e-01, 1.4709999842e+00, 1.7036666856e-01
1.0710866400e-01, 1.4766666509e+00, 1.7070000190e-01
1.0712168000e-01, 1.4793333175e+00, 1.7100000190e-01
1.0713469600e-01, 1.4899999840e+00, 1.7130000190e-01
1.0714771200e-01, 1.4926666507e+00, 1.7163333524e-01
1.0716072800e-01, 1.4979999840e+00, 1.7193333524e-01
1.0717374400e-01, 1.5059999839e+00, 1.7226666858e-01
1.0718676000e-01, 1.5086666505e+00, 1.7256666859e-01
1.0719977600e-01, 1.5166666504e+00, 1.7290000192e-01
1.0721279200e-01, 1.5246666503e+00, 1.7320000193e-01
1.0722580800e-01, 1.5246666503e+00, 1.7350000193e-01
1.0723882400e-01, 1.5326666503e+00, 1.7383333527e-01
1.0725184000e-01, 1.5379999835e+00, 1.7413333527e-01
1.0726485600e-01, 1.5436666501e+00, 1.7443333527e-01
1.0727787200e-01, 1.5516666500e+00, 1.7476666861e-01
1.0729088800e-01, 1.5543333167e+00, 1.7506666861e-01
1.0730390400e-01, 1.5569999833e+00, 1.7536666862e-01
1.0731692000e-01, 1.5649999832e+00, 1.7570000195e-01
1.0732993600e-01, 1.5703333165e+00, 1.7600000196e-01
1.0734295200e-01, 1.5676666499e+00, 1.7630000196e-01
1.0735596800e-01, 1.5729999832e+00, 1.7663333530e-01
1.0736898400e-01, 1.5783333164e+00, 1.7693333530e-01
1.0738200000e-01, 1.5863333163e+00, 1.7723333530e-01
1.0739501600e-01, 1.5889999830e+00, 1.7756666864e-01
1.0740803200e-01, 1.5916666496e+00, 1.7790000198e-01
1.0742104800e-01, 1.5969999829e+00, 1.7820000198e-01
1.0743406400e-01, 1.6049999828e+00, 1.7850000198e-01
1.0744708000e-01, 1.6023333162e+00, 1.7883333532e-01
1.0746009600e-01, 1.6076666494e+00, 1.7913333532e-01
1.0747311200e-01, 1.6103333161e+00, 1.7943333533e-01
1.0748612800e-01, 1.6186666493e+00, 1.7976666867e-01
1.0749914400e-01, 1.6239999826e+00, 1.8006666867e-01
1.0751216000e-01, 1.6239999826e+00, 1.8036666867e-01
1.0752517600e-01, 1.6293333159e+00, 1.8070000201e-01
1.0753819200e-01, 1.6319999825e+00, 1.8100000201e-01
1.0755120800e-01, 1.6399999824e+00, 1.8130000202e-01
1.0756422400e-01, 1.6399999824e+00, 1.8163333535e-01
1.0757724000e-01, 1.6426666491e+00, 1.8193333536e-01
1.0759025600e-01, 1.6453333157e+00, 1.8223333536e-01
1.0760327200e-01, 1.6479999823e+00, 1.8256666870e-01
1.0761628800e-01, 1.6533333156e+00, 1.8290000203e-01
1.0762930400e-01, 1.6559999823e+00, 1.8320000204e-01
1.0764232000e-01, 1.6559999823e+00, 1.8350000204e-01
1.0765533600e-01, 1.6613333155e+00, 1.8383333538e-01
1.0766835200e-01, 1.6639999822e+00, 1.8413333538e-01
1.0768136800e-01, 1.6666666488e+00, 1.8443333538e-01
1.0769438400e-01, 1.6639999822e+00, 1.8476666872e-01
1.0770740000e-01, 1.6693333155e+00, 1.8506666872e-01
1.0772041600e-01, 1.6719999821e+00, 1.8536666873e-01
1.0773343200e-01, 1.6773333154e+00, 1.8570000206e-01
1.0774644800e-01, 1.6746666487e+00, 1.8600000207e-01
1.0775946400e-01, 1.6746666487e+00, 1.8630000207e-01
1.0777248000e-01, 1.6829999820e+00, 1.8663333541e-01
1.0778549600e-01, 1.6799999820e+00, 1.8693333541e-01
1.0779851200e-01, 1.6856666486e+00, 1.8723333541e-01
1.0781152800e-01, 1.6856666486e+00, 1.8756666875e-01
1.0782454400e-01, 1.6883333153e+00, 1.8786666876e-01
1.0783756000e-01, 1.6936666485e+00, 1.8820000209e-01
1.0785057600e-01, 1.6909999819e+00, 1.8850000210e-01
1.0786359200e-01, 1.6963333152e+00, 1.8880000210e-01
1.0787660800e-01, 1.6963333152e+00, 1.8913333544e-01
1.0788962400e-01, 1.6936666485e+00, 1.8943333544e-01
1.0790264000e-01, 1.6936666485e+00, 1.8976666878e-01
1.0791565600e-01, 1.6989999818e+00, 1.9006666878e-01
1.0792867200e-01, 1.6989999818e+00, 1.9036666878e-01
1.0794168800e-01, 1.7043333151e+00, 1.9070000212e-01
1.0795470400e-01, 1.6963333152e+00, 1.9100000212e-01
1.0796772000e-01, 1.7043333151e+00, 1.9130000213e-01
1.0798073600e-01, 1.7016666484e+00, 1.9163333546e-01
1.0799375200e-01, 1.6989999818e+00, 1.9193333547e-01
1.0800676800e-01, 1.7016666484e+00, 1.9223333547e-01
1.0801978400e-01, 1.7043333151e+00, 1.9256666881e-01
1.0803280000e-01, 1.7069999817e+00, 1.9286666881e-01
1.0804581600e-01, 1.7043333151e+00, 1.9320000215e-01
1.0805883200e-01, 1.7043333151e+00, 1.9350000215e-01
1.0807184800e-01, 1.7043333151e+00, 1.9380000215e-01
1.0808486400e-01, 1.7069999817e+00, 1.9413333549e-01
1.0809788000e-01, 1.7043333151e+00, 1.9443333549e-01
1.0811089600e-01, 1.7016666484e+00, 1.9473333550e-01
1.0812391200e-01, 1.7043333151e+00, 1.9506666884e-01
1.0813692800e-01, 1.7043333151e+00, 1.9536666884e-01
1.0814994400e-01, 1.7043333151e+00, 1.9566666884e-01
1.0816296000e-01, 1.7043333151e+00, 1.9600000218e-01
1.0817597600e-01, 1.7069999817e+00, 1.9630000218e-01
1.0818899200e-01, 1.7043333151e+00, 1.9660000219e-01
1.0820200800e-01, 1.6989999818e+00, 1.9693333552e-01
1.0821502400e-01, 1.6989999818e+00, 1.9723333553e-01
1.0822804000e-01, 1.6989999818e+00, 1.9756666886e-01
1.0824105600e-01, 1.6989999818e+00, 1.9786666887e-01
1.0825407200e-01, 1.6989999818e+00, 1.9820000220e-01
1.0826708800e-01, 1.6989999818e+00, 1.9850000221e-01
1.0828010400e-01, 1.6936666485e+00, 1.9880000221e-01
1.0829312000e-01, 1.6963333152e+00, 1.9913333555e-01
1.0830613600e-01, 1.6909999819e+00, 1.9943333555e-01
1.0831915200e-01, 1.6936666485e+00, 1.9973333555e-01
1.0833216800e-01, 1.6909999819e+00, 2.0006666889e-01
1.0834518400e-01, 1.6936666485e+00, 2.0036666889e-01
1.0835820000e-01, 1.6883333153e+00, 2.0066666890e-01
1.0837121600e-01, 1.6883333153e+00, 2.0100000223e-01
1.0838423200e-01, 1.6829999820e+00, 2.0130000224e-01
1.0839724800e-01, 1.6829999820e+00, 2.0160000224e-01
1.0841026400e-01, 1.6856666486e+00, 2.0193333558e-01
1.0842328000e-01, 1.6829999820e+00, 2.0223333558e-01
1.0843629600e-01, 1.6773333154e+00, 2.0253333559e-01
1.0844931200e-01, 1.6799999820e+00, 2.0286666892e-01
1.0846232800e-01, 1.6799999820e+00, 2.0316666893e-01
1.0847534400e-01, 1.6693333155e+00, 2.0350000226e-01
1.0848836000e-01, 1.6719999821e+00, 2.0380000227e-01
1.0850137600e-01, 1.6693333155e+00, 2.0413333560e-01
1.0851439200e-01, 1.6719999821e+00, 2.0443333561e-01
1.0852740800e-01, 1.6639999822e+00, 2.0473333561e-01
1.0854042400e-01, 1.6639999822e+00, 2.0506666895e-01
1.0855344000e-01, 1.6559999823e+00, 2.0536666895e-01
1.0856645600e-01, 1.6559999823e+00, 2.0566666895e-01
1.0857947200e-01, 1.6559999823e+00, 2.0600000229e-01
1.0859248800e-01, 1.6533333156e+00, 2.0630000229e-01
1.0860550400e-01, 1.6533333156e+00, 2.0660000230e-01
1.0861852000e-01, 1.6426666491e+00, 2.0693333563e-01
1.0863153600e-01, 1.6453333157e+00, 2.0723333564e-01
1.0864455200e-01, 1.6426666491e+00, 2.0753333564e-01
1.0865756800e-01, 1.6399999824e+00, 2.0786666898e-01
1.0867058400e-01, 1.6319999825e+00, 2.0816666898e-01
1.0868360000e-01, 1.6346666492e+00, 2.0850000232e-01
1.0869661600e-01, 1.6293333159e+00, 2.0880000232e-01
1.0870963200e-01, 1.6319999825e+00, 2.0913333566e-01
1.0872264800e-01, 1.6239999826e+00, 2.0943333566e-01
1.0873566400e-01, 1.6239999826e+00, 2.0973333567e-01
1.0874868000e-01, 1.6186666493e+00, 2.1006666900e-01
1.0876169600e-01, 1.6186666493e+00, 2.1036666901e-01
1.0877471200e-01, 1.6133333161e+00, 2.1066666901e-01
1.0878772800e-01, 1.6103333161e+00, 2.1100000235e-01
1.0880074400e-01, 1.6103333161e+00, 2.1130000235e-01
1.0881376000e-01, 1.6049999828e+00, 2.1160000235e-01
1.0882677600e-01, 1.5996666495e+00, 2.1193333569e-01
1.0883979200e-01, 1.5969999829e+00, 2.1223333569e-01
1.0885280800e-01, 1.5916666496e+00, 2.1253333570e-01
1.0886582400e-01, 1.5916666496e+00, 2.1286666903e-01
1.0887884000e-01, 1.5889999830e+00, 2.1316666904e-01
1.0889185600e-01, 1.5863333163e+00, 2.1346666904e-01
1.0890487200e-01, 1.5836666497e+00, 2.1380000238e-01
1.0891788800e-01, 1.5809999831e+00, 2.1413333571e-01
1.0893090400e-01, 1.5756666498e+00, 2.1443333572e-01
1.0894392000e-01, 1.5756666498e+00, 2.1473333572e-01
1.0895693600e-01, 1.5703333165e+00, 2.1506666906e-01
1.0896995200e-01, 1.5703333165e+00, 2.1536666906e-01
1.0898296800e-01, 1.5649999832e+00, 2.1566666906e-01
1.0899598400e-01, 1.5649999832e+00, 2.1600000240e-01
1.0900900000e-01, 1.5649999832e+00, 2.1630000240e-01
1.0902201600e-01, 1.5543333167e+00, 2.1660000241e-01
1.0903503200e-01, 1.5516666500e+00, 2.1693333575e-01
1.0904804800e-01, 1.5489999834e+00, 2.1723333575e-01
1.0906106400e-01, 1.5489999834e+00, 2.1753333575e-01
1.0907408000e-01, 1.5436666501e+00, 2.1786666909e-01
1.0908709600e-01, 1.5379999835e+00, 2.1816666909e-01
1.0910011200e-01, 1.5379999835e+00, 2.1846666910e-01
1.0911312800e-01, 1.5299999836e+00, 2.1880000243e-01
1.0912614400e-01, 1.5273333170e+00, 2.1913333577e-01
1.0913916000e-01, 1.5246666503e+00, 2.1943333577e-01
1.0915217600e-01, 1.5219999837e+00, 2.1973333578e-01
1.0916519200e-01, 1.5166666504e+00, 2.2006666911e-01
1.0917820800e-01, 1.5193333171e+00, 2.2036666912e-01
1.0919122400e-01, 1.5086666505e+00, 2.2066666912e-01
1.0920424000e-01, 1.5113333171e+00, 2.2100000246e-01
1.0921725600e-01, 1.5059999839e+00, 2.2130000246e-01
1.0923027200e-01, 1.5059999839e+00, 2.2160000246e-01
1.0924328800e-01, 1.5006666506e+00, 2.2193333580e-01
1.0925630400e-01, 1.5006666506e+00, 2.2223333580e-01
1.0926932000e-01, 1.4953333173e+00, 2.2253333581e-01
1.0928233600e-01, 1.4953333173e+00, 2.2286666914e-01
1.0929535200e-01, 1.4899999840e+00, 2.2316666915e-01
1.0930836800e-01, 1.4873333174e+00, 2.2346666915e-01
1.0932138400e-01, 1.4873333174e+00, 2.2380000249e-01
1.0933440000e-01, 1.4766666509e+00, 2.2413333583e-01
1.0934741600e-01, 1.4793333175e+00, 2.2443333583e-01
1.0936043200e-01, 1.4736666509e+00, 2.2473333583e-01
1.0937344800e-01, 1.4736666509e+00, 2.2506666917e-01
1.0938646400e-01, 1.4736666509e+00, 2.2536666917e-01
1.0939948000e-01, 1.4709999842e+00, 2.2566666918e-01
1.0941249600e-01, 1.4683333176e+00, 2.2600000251e-01
1.0942551200e-01, 1.4603333177e+00, 2.2630000252e-01
1.0943852800e-01, 1.4603333177e+00, 2.2660000252e-01
1.0945154400e-01, 1.4629999843e+00, 2.2693333586e-01
1.0946456000e-01, 1.4576666511e+00, 2.2723333586e-01
1.0947757600e-01, 1.4523333178e+00, 2.2753333586e-01
1.0949059200e-01, 1.4496666511e+00, 2.2786666920e-01
1.0950360800e-01, 1.4523333178e+00, 2.2816666920e-01
1.0951662400e-01, 1.4496666511e+00, 2.2846666921e-01
1.0952964000e-01, 1.4443333179e+00, 2.2880000254e-01
1.0954265600e-01, 1.4416666512e+00, 2.2910000255e-01
1.0955567200e-01, 1.4389999846e+00, 2.2943333588e-01
1.0956868800e-01, 1.4416666512e+00, 2.2973333589e-01
1.0958170400e-01, 1.4416666512e+00, 2.3006666922e-01
1.0959472000e-01, 1.4363333179e+00, 2.3036666923e-01
1.0960773600e-01, 1.4336666513e+00, 2.3066666923e-01
1.0962075200e-01, 1.4309999847e+00, 2.3100000257e-01
1.0963376800e-01, 1.4309999847e+00, 2.3130000257e-01
1.0964678400e-01, 1.4309999847e+00, 2.3160000257e-01
1.0965980000e-01, 1.4256666514e+00, 2.3193333591e-01
1.0967281600e-01, 1.4309999847e+00, 2.3223333592e-01
1.0968583200e-01, 1.4256666514e+00, 2.3253333592e-01
1.0969884800e-01, 1.4229999848e+00, 2.3286666926e-01
1.0971186400e-01, 1.4203333181e+00, 2.3316666926e-01
1.0972488000e-01, 1.4229999848e+00, 2.3346666926e-01
1.0973789600e-01, 1.4203333181e+00, 2.3380000260e-01
1.0975091200e-01, 1.4203333181e+00, 2.3410000260e-01
1.0976392800e-01, 1.4229999848e+00, 2.3443333594e-01
1.0977694400e-01, 1.4203333181e+00, 2.3473333594e-01
1.0978996000e-01, 1.4203333181e+00, 2.3506666928e-01
1.0980297600e-01, 1.4176666515e+00, 2.3536666928e-01
1.0981599200e-01, 1.4176666515e+00, 2.3566666929e-01
1.0982900800e-01, 1.4176666515e+00, 2.3600000262e-01
1.0984202400e-01, 1.4176666515e+00, 2.3630000263e-01
1.0985504000e-01, 1.4149999848e+00, 2.3660000263e-01
1.0986805600e-01, 1.4123333182e+00, 2.3693333597e-01
1.0988107200e-01, 1.4149999848e+00, 2.3723333597e-01
1.0989408800e-01, 1.4176666515e+00, 2.3753333597e-01
1.0990710400e-01, 1.4203333181e+00, 2.3786666931e-01
1.0992012000e-01, 1.4149999848e+00, 2.3816666931e-01
1.0993313600e-01, 1.4149999848e+00, 2.3846666932e-01
1.0994615200e-01, 1.4149999848e+00, 2.3880000265e-01
1.0995916800e-01, 1.4176666515e+00, 2.3910000266e-01
1.0997218400e-01, 1.4149999848e+00, 2.3940000266e-01
1.0998520000e-01, 1.4149999848e+00, 2.3973333600e-01
1.0999821600e-01, 1.4203333181e+00, 2.4003333600e-01
1.1001123200e-01, 1.4176666515e+00, 2.4036666934e-01
1.1002424800e-01, 1.4176666515e+00, 2.4066666934e-01
1.1003726400e-01, 1.4229999848e+00, 2.4096666935e-01
1.1005028000e-01, 1.4149999848e+00, 2.4130000268e-01
1.1006329600e-01, 1.4203333181e+00, 2.4160000269e-01
1.1007631200e-01, 1.4203333181e+00, 2.4193333602e-01
1.1008932800e-01, 1.4203333181e+00, 2.4223333603e-01
1.1010234400e-01, 1.4149999848e+00, 2.4253333603e-01
1.1011536000e-01, 1.4229999848e+00, 2.4286666937e-01
1.1012837600e-01, 1.4229999848e+00, 2.4316666937e-01
1.1014139200e-01, 1.4203333181e+00, 2.4346666937e-01
1.1015440800e-01, 1.4283333180e+00, 2.4380000271e-01
1.1016742400e-01, 1.4283333180e+00, 2.4410000271e-01
1.1018044000e-01, 1.4256666514e+00, 2.4440000272e-01
1.1019345600e-01, 1.4283333180e+00, 2.4473333605e-01
1.1020647200e-01, 1.4283333180e+00, 2.4503333606e-01
1.1021948800e-01, 1.4309999847e+00, 2.4536666939e-01
1.1023250400e-01, 1.4309999847e+00, 2.4566666940e-01
1.1024552000e-01, 1.4336666513e+00, 2.4596666940e-01
1.1025853600e-01, 1.4389999846e+00, 2.4630000274e-01
1.1027155200e-01, 1.4363333179e+00, 2.4660000274e-01
1.1028456800e-01, 1.4389999846e+00, 2.4690000274e-01
1.1029758400e-01, 1.4389999846e+00, 2.4723333608e-01
1.1031060000e-01, 1.4389999846e+00, 2.4753333609e-01
1.1032361600e-01, 1.4443333179e+00, 2.4783333609e-01
1.1033663200e-01, 1.4496666511e+00, 2.4816666943e-01
1.1034964800e-01, 1.4496666511e+00, 2.4846666943e-01
1.1036266400e-01, 1.4496666511e+00, 2.4876666943e-01
1.1037568000e-01, 1.4496666511e+00, 2.4910000277e-01
1.1038869600e-01, 1.4549999844e+00, 2.4940000277e-01
1.1040171200e-01, 1.4549999844e+00, 2.4973333611e-01
1.1041472800e-01, 1.4576666511e+00, 2.5003333611e-01
1.1042774400e-01, 1.4576666511e+00, 2.5036666945e-01
1.1044076000e-01, 1.4629999843e+00, 2.5066666945e-01
1.1045377600e-01, 1.4629999843e+00, 2.5096666946e-01
1.1046679200e-01, 1.4683333176e+00, 2.5130000279e-01
1.1047980800e-01, 1.4709999842e+00, 2.5160000280e-01
1.1049282400e-01, 1.4683333176e+00, 2.5190000280e-01
1.1050584000e-01, 1.4736666509e+00, 2.5223333614e-01
1.1051885600e-01, 1.4736666509e+00, 2.5253333614e-01
1.1053187200e-01, 1.4793333175e+00, 2.5283333614e-01
1.1054488800e-01, 1.4819999841e+00, 2.5316666948e-01
1.1055790400e-01, 1.4819999841e+00, 2.5346666948e-01
1.1057092000e-01, 1.4846666508e+00, 2.5376666949e-01
1.1058393600e-01, 1.4899999840e+00, 2.5410000282e-01
1.1059695200e-01, 1.4899999840e+00, 2.5440000283e-01
1.1060996800e-01, 1.4953333173e+00, 2.5470000283e-01
1.1062298400e-01, 1.4953333173e+00, 2.5503333617e-01
1.1063600000e-01, 1.5006666506e+00, 2.5536666951e-01
1.1064901600e-01, 1.5059999839e+00, 2.5566666951e-01
1.1066203200e-01, 1.5059999839e+00, 2.5596666951e-01
1.1067504800e-01, 1.5033333172e+00, 2.5630000285e-01
1.1068806400e-01, 1.5139999838e+00, 2.5660000285e-01
1.1070108000e-01, 1.5139999838e+00, 2.5690000286e-01
1.1071409600e-01, 1.5166666504e+00, 2.5723333619e-01
1.1072711200e-01, 1.5193333171e+00, 2.5753333620e-01
1.1074012800e-01, 1.5246666503e+00, 2.5783333620e-01
1.1075314400e-01, 1.5299999836e+00, 2.5816666954e-01
1.1076616000e-01, 1.5246666503e+00, 2.5846666954e-01
1.1077917600e-01, 1.5326666503e+00, 2.5876666954e-01
1.1079219200e-01, 1.5353333169e+00, 2.5910000288e-01
1.1080520800e-01, 1.5379999835e+00, 2.5940000288e-01
1.1081822400e-01, 1.5406666502e+00, 2.5970000289e-01
1.1083124000e-01, 1.5463333168e+00, 2.6003333622e-01
1.1084425600e-01, 1.5489999834e+00, 2.6036666956e-01
1.1085727200e-01, 1.5543333167e+00, 2.6066666956e-01
1.1087028800e-01, 1.5543333167e+00, 2.6096666957e-01
1.1088330400e-01, 1.5569999833e+00, 2.6130000291e-01
1.1089632000e-01, 1.5623333166e+00, 2.6160000291e-01
1.1090933600e-01, 1.5676666499e+00, 2.6190000291e-01
1.1092235200e-01, 1.5676666499e+00, 2.6223333625e-01
1.1093536800e-01, 1.5703333165e+00, 2.6253333625e-01
1.1094838400e-01, 1.5729999832e+00, 2.6283333626e-01
1.1096140000e-01, 1.5809999831e+00, 2.6316666959e-01
1.1097441600e-01, 1.5756666498e+00, 2.6346666960e-01
1.1098743200e-01, 1.5809999831e+00, 2.6376666960e-01
1.1100044800e-01, 1.5863333163e+00, 2.6410000294e-01
1.1101346400e-01, 1.5916666496e+00, 2.6440000294e-01
1.1102648000e-01, 1.5916666496e+00, 2.6470000294e-01
1.1103949600e-01, 1.5969999829e+00, 2.6503333628e-01
1.1105251200e-01, 1.5996666495e+00, 2.6533333628e-01
1.1106552800e-01, 1.5943333163e+00, 2.6566666962e-01
1.1107854400e-01, 1.6023333162e+00, 2.6596666962e-01
1.1109156000e-01, 1.6103333161e+00, 2.6630000296e-01
1.1110457600e-01, 1.6103333161e+00, 2.6660000296e-01
1.1111759200e-01, 1.6159999827e+00, 2.6690000297e-01
1.1113060800e-01, 1.6133333161e+00, 2.6723333630e-01
1.1114362400e-01, 1.6186666493e+00, 2.6753333631e-01
1.1115664000e-01, 1.6239999826e+00, 2.6783333631e-01
1.1116965600e-01, 1.6293333159e+00, 2.6816666965e-01
1.1118267200e-01, 1.6293333159e+00, 2.6846666965e-01
1.1119568800e-01, 1.6319999825e+00, 2.6876666965e-01
1.1120870400e-01, 1.6319999825e+00, 2.6910000299e-01
1.1122172000e-01, 1.6373333158e+00, 2.6940000300e-01
1.1123473600e-01, 1.6399999824e+00, 2.6970000300e-01
1.1124775200e-01, 1.6453333157e+00, 2.7003333634e-01
1.1126076800e-01, 1.6506666490e+00, 2.7033333634e-01
1.1127378400e-01, 1.6506666490e+00, 2.7066666968e-01
1.1128680000e-01, 1.6533333156e+00, 2.7096666968e-01
1.1129981600e-01, 1.6533333156e+00, 2.7130000302e-01
1.1131283200e-01, 1.6613333155e+00, 2.7160000302e-01
1.1132584800e-01, 1.6666666488e+00, 2.7190000302e-01
1.1133886400e-01, 1.6613333155e+00, 2.7223333636e-01
1.1135188000e-01, 1.6693333155e+00, 2.7253333636e-01
1.1136489600e-01, 1.6693333155e+00, 2.7283333637e-01
1.1137791200e-01, 1.6746666487e+00, 2.7316666970e-01
1.1139092800e-01, 1.6773333154e+00, 2.7346666971e-01
1.1140394400e-01, 1.6746666487e+00, 2.7376666971e-01
1.1141696000e-01, 1.6829999820e+00, 2.7410000305e-01
1.1142997600e-01, 1.6856666486e+00, 2.7440000305e-01
1.1144299200e-01, 1.6856666486e+00, 2.7470000305e-01
1.1145600800e-01, 1.6883333153e+00, 2.7503333639e-01
1.1146902400e-01, 1.6909999819e+00, 2.7533333639e-01
1.1148204000e-01, 1.6936666485e+00, 2.7563333640e-01
1.1149505600e-01, 1.6989999818e+00, 2.7596666973e-01
1.1150807200e-01, 1.6989999818e+00, 2.7630000307e-01
1.1152108800e-01, 1.7016666484e+00, 2.7660000308e-01
1.1153410400e-01, 1.7096666484e+00, 2.7690000308e-01
1.1154712000e-01, 1.7096666484e+00, 2.7723333642e-01
1.1156013600e-01, 1.7096666484e+00, 2.7753333642e-01
1.1157315200e-01, 1.7123333150e+00, 2.7783333642e-01
1.1158616800e-01, 1.7149999816e+00, 2.7816666976e-01
1.1159918400e-01, 1.7176666483e+00, 2.7846666976e-01
1.1161220000e-01, 1.7176666483e+00, 2.7876666977e-01
1.1162521600e-01, 1.7229999815e+00, 2.7910000310e-01
1.1163823200e-01, 1.7256666482e+00, 2.7940000311e-01
1.1165124800e-01, 1.7229999815e+00, 2.7970000311e-01
1.1166426400e-01, 1.7283333148e+00, 2.8003333645e-01
1.1167728000e-01, 1.7336666481e+00, 2.8033333645e-01
1.1169029600e-01, 1.7363333147e+00, 2.8063333645e-01
1.1170331200e-01, 1.7389999814e+00, 2.8096666979e-01
1.1171632800e-01, 1.7389999814e+00, 2.8130000313e-01
1.1172934400e-01, 1.7416666480e+00, 2.8160000313e-01
1.1174236000e-01, 1.7469999813e+00, 2.8190000313e-01
1.1175537600e-01, 1.7443333147e+00, 2.8223333647e-01
1.1176839200e-01, 1.7469999813e+00, 2.8253333647e-01
1.1178140800e-01, 1.7499999813e+00, 2.8283333648e-01
1.1179442400e-01, 1.7499999813e+00, 2.8316666981e-01
1.1180744000e-01, 1.7526666479e+00, 2.8346666982e-01
1.1182045600e-01, 1.7579999812e+00, 2.8376666982e-01
1.1183347200e-01, 1.7606666478e+00, 2.8410000316e-01
1.1184648800e-01, 1.7606666478e+00, 2.8440000316e-01
1.1185950400e-01, 1.7606666478e+00, 2.8470000317e-01
1.1187252000e-01, 1.7633333144e+00, 2.8503333650e-01
1.1188553600e-01, 1.7686666477e+00, 2.8533333651e-01
1.1189855200e-01, 1.7686666477e+00, 2.8563333651e-01
1.1191156800e-01, 1.7713333144e+00, 2.8596666985e-01
1.1192458400e-01, 1.7739999810e+00, 2.8626666985e-01
1.1193760000e-01, 1.7739999810e+00, 2.8660000319e-01
1.1195061600e-01, 1.7739999810e+00, 2.8690000319e-01
1.1196363200e-01, 1.7766666476e+00, 2.8723333653e-01
1.1197664800e-01, 1.7819999809e+00, 2.8753333653e-01
1.1198966400e-01, 1.7819999809e+00, 2.8783333653e-01
1.1200268000e-01, 1.7846666476e+00, 2.8816666987e-01
1.1201569600e-01, 1.7846666476e+00, 2.8846666987e-01
1.1202871200e-01, 1.7899999808e+00, 2.8876666988e-01
1.1204172800e-01, 1.7926666475e+00, 2.8910000321e-01
1.1205474400e-01, 1.7926666475e+00, 2.8940000322e-01
