% Moku:Lab Oscilloscope
% Channel A (Input 1, on), DC , 1 MOhm , 10 Vpp, 1 x probe attenuation
% Channel B (Output 1, on), 1 x probe attenuation
% Time span 82.60 ms, time offset -156.6 ms, Normal acquisition mode, 28 averages
% Edge trigger: Channel B, level 90.00 mV, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (on) - Ramp, 10.000 000 Hz, 90.0 mVpp, offset 91.0 mV, phase 0.000 000 deg, symmetry 50.00 %, output termination 50 Ohm
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %, output termination 50 Ohm
% Internal 10 MHz clock
% Acquired 2025-11-12 T 17:16:38 -0500
% Time (s), Channel A (Input 1) (V), Channel B (Output 1) (V)
1.153191600000e-01, 1.826385e-01, 1.176438e-01
1.154048400000e-01, 1.829583e-01, 1.178000e-01
1.154905200000e-01, 1.832917e-01, 1.179594e-01
1.155762000000e-01, 1.837000e-01, 1.181031e-01
1.156618800000e-01, 1.841688e-01, 1.182667e-01
1.157475600000e-01, 1.845521e-01, 1.184188e-01
1.158332400000e-01, 1.848229e-01, 1.185667e-01
1.159189200000e-01, 1.852177e-01, 1.187302e-01
1.160046000000e-01, 1.855792e-01, 1.188771e-01
1.160902800000e-01, 1.859177e-01, 1.190333e-01
1.161759600000e-01, 1.862146e-01, 1.191938e-01
1.162616400000e-01, 1.865010e-01, 1.193365e-01
1.163473200000e-01, 1.867385e-01, 1.195000e-01
1.164330000000e-01, 1.870240e-01, 1.196531e-01
1.165186800000e-01, 1.872750e-01, 1.198000e-01
1.166043600000e-01, 1.875927e-01, 1.199646e-01
1.166900400000e-01, 1.877927e-01, 1.201115e-01
1.167757200000e-01, 1.880781e-01, 1.202667e-01
1.168614000000e-01, 1.883885e-01, 1.204250e-01
1.169470800000e-01, 1.886719e-01, 1.205708e-01
1.170327600000e-01, 1.888635e-01, 1.207333e-01
1.171184400000e-01, 1.892677e-01, 1.208865e-01
1.172041200000e-01, 1.895792e-01, 1.210333e-01
1.172898000000e-01, 1.898417e-01, 1.211990e-01
1.173754800000e-01, 1.901292e-01, 1.213458e-01
1.174611600000e-01, 1.905000e-01, 1.215000e-01
1.175468400000e-01, 1.908458e-01, 1.216594e-01
1.176325200000e-01, 1.911542e-01, 1.218052e-01
1.177182000000e-01, 1.914260e-01, 1.219667e-01
1.178038800000e-01, 1.916260e-01, 1.221198e-01
1.178895600000e-01, 1.919042e-01, 1.222667e-01
1.179752400000e-01, 1.920615e-01, 1.224333e-01
1.180609200000e-01, 1.922063e-01, 1.225802e-01
1.181466000000e-01, 1.924906e-01, 1.227333e-01
1.182322800000e-01, 1.926313e-01, 1.228938e-01
1.183179600000e-01, 1.927979e-01, 1.230406e-01
1.184036400000e-01, 1.929240e-01, 1.232000e-01
1.184893200000e-01, 1.931750e-01, 1.233531e-01
1.185750000000e-01, 1.934021e-01, 1.235000e-01
1.186606800000e-01, 1.937406e-01, 1.236667e-01
1.187463600000e-01, 1.939688e-01, 1.238135e-01
1.188320400000e-01, 1.941792e-01, 1.239667e-01
1.189177200000e-01, 1.945896e-01, 1.241271e-01
1.190034000000e-01, 1.948531e-01, 1.242750e-01
1.190890800000e-01, 1.951313e-01, 1.244333e-01
1.191747600000e-01, 1.954333e-01, 1.245865e-01
1.192604400000e-01, 1.957427e-01, 1.247344e-01
1.193461200000e-01, 1.960938e-01, 1.249000e-01
1.194318000000e-01, 1.962958e-01, 1.250490e-01
1.195174800000e-01, 1.965885e-01, 1.252000e-01
1.196031600000e-01, 1.969490e-01, 1.253615e-01
1.196888400000e-01, 1.972156e-01, 1.255094e-01
1.197745200000e-01, 1.976021e-01, 1.256667e-01
1.198602000000e-01, 1.978833e-01, 1.258208e-01
1.199458800000e-01, 1.982552e-01, 1.259688e-01
1.200315600000e-01, 1.984573e-01, 1.261333e-01
1.201172400000e-01, 1.988302e-01, 1.262802e-01
1.202029200000e-01, 1.992240e-01, 1.264333e-01
1.202886000000e-01, 1.993833e-01, 1.265958e-01
1.203742800000e-01, 1.997000e-01, 1.267438e-01
1.204599600000e-01, 1.999844e-01, 1.269000e-01
1.205456400000e-01, 2.002448e-01, 1.270552e-01
1.206313200000e-01, 2.005281e-01, 1.272031e-01
1.207170000000e-01, 2.008146e-01, 1.273667e-01
1.208026800000e-01, 2.009979e-01, 1.275146e-01
1.208883600000e-01, 2.011927e-01, 1.276667e-01
1.209740400000e-01, 2.013760e-01, 1.278302e-01
1.210597200000e-01, 2.015385e-01, 1.279771e-01
1.211454000000e-01, 2.016729e-01, 1.281333e-01
1.212310800000e-01, 2.018760e-01, 1.282906e-01
1.213167600000e-01, 2.020260e-01, 1.284365e-01
1.214024400000e-01, 2.023292e-01, 1.286000e-01
1.214881200000e-01, 2.026448e-01, 1.287500e-01
1.215738000000e-01, 2.028552e-01, 1.289000e-01
1.216594800000e-01, 2.031563e-01, 1.290635e-01
1.217451600000e-01, 2.035240e-01, 1.292104e-01
1.218308400000e-01, 2.038156e-01, 1.293667e-01
1.219165200000e-01, 2.041417e-01, 1.295250e-01
1.220022000000e-01, 2.044615e-01, 1.296708e-01
1.220878800000e-01, 2.047719e-01, 1.298333e-01
1.221735600000e-01, 2.050396e-01, 1.299844e-01
1.222592400000e-01, 2.054281e-01, 1.301333e-01
1.223449200000e-01, 2.057375e-01, 1.302990e-01
1.224306000000e-01, 2.060240e-01, 1.304438e-01
1.225162800000e-01, 2.063177e-01, 1.306000e-01
1.226019600000e-01, 2.065990e-01, 1.307594e-01
1.226876400000e-01, 2.068833e-01, 1.309052e-01
1.227733200000e-01, 2.071281e-01, 1.310667e-01
1.228590000000e-01, 2.074219e-01, 1.312188e-01
1.229446800000e-01, 2.077563e-01, 1.313667e-01
1.230303600000e-01, 2.080167e-01, 1.315333e-01
1.231160400000e-01, 2.083167e-01, 1.316771e-01
1.232017200000e-01, 2.086021e-01, 1.318333e-01
1.232874000000e-01, 2.089469e-01, 1.319938e-01
1.233730800000e-01, 2.092406e-01, 1.321365e-01
1.234587600000e-01, 2.095104e-01, 1.323000e-01
1.235444400000e-01, 2.097625e-01, 1.324531e-01
1.236301200000e-01, 2.099896e-01, 1.326000e-01
1.237158000000e-01, 2.102844e-01, 1.327667e-01
1.238014800000e-01, 2.104865e-01, 1.329115e-01
1.238871600000e-01, 2.107427e-01, 1.330667e-01
1.239728400000e-01, 2.109927e-01, 1.332271e-01
1.240585200000e-01, 2.112625e-01, 1.333708e-01
1.241442000000e-01, 2.115635e-01, 1.335333e-01
1.242298800000e-01, 2.117729e-01, 1.336865e-01
1.243155600000e-01, 2.120490e-01, 1.338333e-01
1.244012400000e-01, 2.123250e-01, 1.340000e-01
1.244869200000e-01, 2.125500e-01, 1.341469e-01
1.245726000000e-01, 2.128198e-01, 1.343000e-01
1.246582800000e-01, 2.131052e-01, 1.344604e-01
1.247439600000e-01, 2.135021e-01, 1.346073e-01
1.248296400000e-01, 2.137542e-01, 1.347667e-01
1.249153200000e-01, 2.140740e-01, 1.349208e-01
1.250010000000e-01, 2.143052e-01, 1.350667e-01
1.250866800000e-01, 2.146313e-01, 1.352333e-01
1.251723600000e-01, 2.149354e-01, 1.353802e-01
1.252580400000e-01, 2.152969e-01, 1.355333e-01
1.253437200000e-01, 2.155219e-01, 1.356958e-01
1.254294000000e-01, 2.157813e-01, 1.358406e-01
1.255150800000e-01, 2.160729e-01, 1.359667e-01
1.256007600000e-01, 2.163406e-01, 1.358417e-01
