profile,samples,radius_samples,radius_stderr_samples,diameter_samples,offset_counts,rmse_counts,samples_at_ceiling,full_radius_covered
before,2038,316.95273636389146,1.2819548759371664,633.9054727277829,-2.4062027529661187,10.2567367324259,0,True
after,2037,1537.6602569112304,38.33699224362947,3075.3205138224607,-211.01868751330454,20.90972084137154,21,False
lens10,1021,10.329047193192533,0.054609308171559325,20.658094386385066,-0.10269926639220782,3.1403726086556354,0,True
lens20,2035,35.35680109137385,0.12043807566012124,70.7136021827477,-0.17831656060506104,3.078098191349683,0,True
