sample_index,intensity_counts,fitted_counts,residual_counts
84,0,-0.1783165606,0.1783165606
85,0,-0.1783165606,0.1783165606
86,0,-0.1783165606,0.1783165606
87,0,-0.1783165606,0.1783165606
88,0,-0.1783165606,0.1783165606
89,0,-0.1783165606,0.1783165606
90,0,-0.1783165606,0.1783165606
91,0,-0.1783165606,0.1783165606
92,0,-0.1783165606,0.1783165606
93,0,-0.1783165606,0.1783165606
94,0,-0.1783165606,0.1783165606
95,0,-0.1783165606,0.1783165606
96,0,-0.1783165606,0.1783165606
97,0,-0.1783165606,0.1783165606
98,0,-0.1783165606,0.1783165606
99,0,-0.1783165606,0.1783165606
100,0,-0.1783165606,0.1783165606
101,0,-0.1783165606,0.1783165606
102,0,-0.1783165606,0.1783165606
103,0,-0.1783165606,0.1783165606
104,0,-0.1783165606,0.1783165606
105,0,-0.1783165606,0.1783165606
106,0,-0.1783165606,0.1783165606
107,0,-0.1783165606,0.1783165606
108,0,-0.1783165606,0.1783165606
109,0,-0.1783165606,0.1783165606
110,0,-0.1783165606,0.1783165606
111,0,-0.1783165606,0.1783165606
112,0,-0.1783165606,0.1783165606
113,0,-0.1783165606,0.1783165606
114,0,-0.1783165606,0.1783165606
115,0,-0.1783165606,0.1783165606
116,0,-0.1783165606,0.1783165606
117,0,-0.1783165606,0.1783165606
118,0,-0.1783165606,0.1783165606
119,0,-0.1783165606,0.1783165606
120,0,-0.1783165606,0.1783165606
121,0,-0.1783165606,0.1783165606
122,0,-0.1783165606,0.1783165606
123,0,-0.1783165606,0.1783165606
124,0,-0.1783165606,0.1783165606
125,0,-0.1783165606,0.1783165606
126,0,-0.1783165606,0.1783165606
127,0,-0.1783165606,0.1783165606
128,0,-0.1783165606,0.1783165606
129,0,-0.1783165606,0.1783165606
130,0,-0.1783165606,0.1783165606
131,0,-0.1783165606,0.1783165606
132,0,-0.1783165606,0.1783165606
133,0,-0.1783165606,0.1783165606
134,0,-0.1783165606,0.1783165606
135,0,-0.1783165606,0.1783165606
136,0,-0.1783165606,0.1783165606
137,0,-0.1783165606,0.1783165606
138,0,-0.1783165606,0.1783165606
139,0,-0.1783165606,0.1783165606
140,0,-0.1783165606,0.1783165606
141,0,-0.1783165606,0.1783165606
142,0,-0.1783165606,0.1783165606
143,0,-0.1783165606,0.1783165606
144,0,-0.1783165606,0.1783165606
145,0,-0.1783165606,0.1783165606
146,0,-0.1783165606,0.1783165606
147,0,-0.1783165606,0.1783165606
148,0,-0.1783165606,0.1783165606
149,0,-0.1783165606,0.1783165606
150,0,-0.1783165606,0.1783165606
151,0,-0.1783165606,0.1783165606
152,0,-0.1783165606,0.1783165606
153,0,-0.1783165606,0.1783165606
154,0,-0.1783165606,0.1783165606
155,0,-0.1783165606,0.1783165606
156,0,-0.1783165606,0.1783165606
157,0,-0.1783165606,0.1783165606
158,0,-0.1783165606,0.1783165606
159,0,-0.1783165606,0.1783165606
160,0,-0.1783165606,0.1783165606
161,0,-0.1783165606,0.1783165606
162,0,-0.1783165606,0.1783165606
163,0,-0.1783165606,0.1783165606
164,0,-0.1783165606,0.1783165606
165,0,-0.1783165606,0.1783165606
166,0,-0.1783165606,0.1783165606
167,0,-0.1783165606,0.1783165606
168,0,-0.1783165606,0.1783165606
169,0,-0.1783165606,0.1783165606
170,0,-0.1783165606,0.1783165606
171,0,-0.1783165606,0.1783165606
172,0,-0.1783165606,0.1783165606
173,0,-0.1783165606,0.1783165606
174,0,-0.1783165606,0.1783165606
175,0,-0.1783165606,0.1783165606
176,0,-0.1783165606,0.1783165606
177,0,-0.1783165606,0.1783165606
178,0,-0.1783165606,0.1783165606
179,0,-0.1783165606,0.1783165606
180,0,-0.1783165606,0.1783165606
181,0,-0.1783165606,0.1783165606
182,0,-0.1783165606,0.1783165606
183,0,-0.1783165606,0.1783165606
184,0,-0.1783165606,0.1783165606
