sample_index,intensity_counts,fitted_counts,residual_counts
1860,0,-2.406202747,2.406202747
1861,0,-2.406202748,2.406202748
1862,0,-2.406202748,2.406202748
1863,0,-2.406202748,2.406202748
1864,0,-2.406202748,2.406202748
1865,0,-2.406202749,2.406202749
1866,0,-2.406202749,2.406202749
1867,0,-2.406202749,2.406202749
1868,0,-2.406202749,2.406202749
1869,0,-2.406202749,2.406202749
1870,0,-2.406202749,2.406202749
1871,0,-2.40620275,2.40620275
1872,0,-2.40620275,2.40620275
1873,0,-2.40620275,2.40620275
1874,0,-2.40620275,2.40620275
1875,0,-2.40620275,2.40620275
1876,0,-2.40620275,2.40620275
1877,0,-2.40620275,2.40620275
1878,0,-2.406202751,2.406202751
1879,0,-2.406202751,2.406202751
1880,0,-2.406202751,2.406202751
1881,0,-2.406202751,2.406202751
1882,0,-2.406202751,2.406202751
1883,0,-2.406202751,2.406202751
1884,0,-2.406202751,2.406202751
1885,0,-2.406202751,2.406202751
1886,0,-2.406202751,2.406202751
1887,0,-2.406202751,2.406202751
1888,0,-2.406202751,2.406202751
1889,0,-2.406202751,2.406202751
1890,0,-2.406202752,2.406202752
1891,0,-2.406202752,2.406202752
1892,0,-2.406202752,2.406202752
1893,0,-2.406202752,2.406202752
1894,0,-2.406202752,2.406202752
1895,0,-2.406202752,2.406202752
1896,0,-2.406202752,2.406202752
1897,0,-2.406202752,2.406202752
1898,0,-2.406202752,2.406202752
1899,0,-2.406202752,2.406202752
1900,0,-2.406202752,2.406202752
1901,0,-2.406202752,2.406202752
1902,0,-2.406202752,2.406202752
1903,0,-2.406202752,2.406202752
1904,0,-2.406202752,2.406202752
1905,0,-2.406202752,2.406202752
1906,0,-2.406202752,2.406202752
1907,0,-2.406202752,2.406202752
1908,0,-2.406202752,2.406202752
1909,0,-2.406202752,2.406202752
1910,0,-2.406202752,2.406202752
1911,0,-2.406202752,2.406202752
1912,0,-2.406202752,2.406202752
1913,0,-2.406202752,2.406202752
1914,0,-2.406202752,2.406202752
1915,0,-2.406202753,2.406202753
1916,0,-2.406202753,2.406202753
1917,0,-2.406202753,2.406202753
1918,0,-2.406202753,2.406202753
1919,0,-2.406202753,2.406202753
1920,0,-2.406202753,2.406202753
1921,0,-2.406202753,2.406202753
1922,0,-2.406202753,2.406202753
1923,0,-2.406202753,2.406202753
1924,0,-2.406202753,2.406202753
1925,0,-2.406202753,2.406202753
1926,0,-2.406202753,2.406202753
1927,0,-2.406202753,2.406202753
1928,0,-2.406202753,2.406202753
1929,0,-2.406202753,2.406202753
1930,0,-2.406202753,2.406202753
1931,0,-2.406202753,2.406202753
1932,0,-2.406202753,2.406202753
1933,0,-2.406202753,2.406202753
1934,0,-2.406202753,2.406202753
1935,0,-2.406202753,2.406202753
1936,0,-2.406202753,2.406202753
1937,0,-2.406202753,2.406202753
1938,0,-2.406202753,2.406202753
1939,0,-2.406202753,2.406202753
1940,0,-2.406202753,2.406202753
1941,0,-2.406202753,2.406202753
1942,0,-2.406202753,2.406202753
1943,0,-2.406202753,2.406202753
1944,0,-2.406202753,2.406202753
1945,0,-2.406202753,2.406202753
1946,0,-2.406202753,2.406202753
1947,0,-2.406202753,2.406202753
1948,0,-2.406202753,2.406202753
1949,0,-2.406202753,2.406202753
1950,0,-2.406202753,2.406202753
1951,0,-2.406202753,2.406202753
1952,0,-2.406202753,2.406202753
1953,0,-2.406202753,2.406202753
1954,0,-2.406202753,2.406202753
1955,0,-2.406202753,2.406202753
1956,0,-2.406202753,2.406202753
1957,0,-2.406202753,2.406202753
1958,0,-2.406202753,2.406202753
1959,0,-2.406202753,2.406202753
1960,0,-2.406202753,2.406202753
1961,0,-2.406202753,2.406202753
1962,0,-2.406202753,2.406202753
1963,0,-2.406202753,2.406202753
1964,0,-2.406202753,2.406202753
1965,0,-2.406202753,2.406202753
1966,0,-2.406202753,2.406202753
1967,0,-2.406202753,2.406202753
1968,0,-2.406202753,2.406202753
1969,0,-2.406202753,2.406202753
1970,0,-2.406202753,2.406202753
1971,0,-2.406202753,2.406202753
1972,0,-2.406202753,2.406202753
1973,0,-2.406202753,2.406202753
1974,0,-2.406202753,2.406202753
1975,0,-2.406202753,2.406202753
1976,0,-2.406202753,2.406202753
1977,0,-2.406202753,2.406202753
1978,0,-2.406202753,2.406202753
1979,0,-2.406202753,2.406202753
1980,0,-2.406202753,2.406202753
1981,0,-2.406202753,2.406202753
1982,0,-2.406202753,2.406202753
1983,0,-2.406202753,2.406202753
1984,0,-2.406202753,2.406202753
1985,0,-2.406202753,2.406202753
1986,0,-2.406202753,2.406202753
1987,0,-2.406202753,2.406202753
1988,0,-2.406202753,2.406202753
1989,0,-2.406202753,2.406202753
1990,0,-2.406202753,2.406202753
1991,0,-2.406202753,2.406202753
1992,0,-2.406202753,2.406202753
1993,0,-2.406202753,2.406202753
1994,0,-2.406202753,2.406202753
1995,0,-2.406202753,2.406202753
1996,0,-2.406202753,2.406202753
1997,0,-2.406202753,2.406202753
1998,0,-2.406202753,2.406202753
1999,0,-2.406202753,2.406202753
2000,0,-2.406202753,2.406202753
2001,0,-2.406202753,2.406202753
2002,0,-2.406202753,2.406202753
2003,0,-2.406202753,2.406202753
2004,0,-2.406202753,2.406202753
2005,0,-2.406202753,2.406202753
2006,0,-2.406202753,2.406202753
2007,0,-2.406202753,2.406202753
2008,0,-2.406202753,2.406202753
2009,0,-2.406202753,2.406202753
2010,0,-2.406202753,2.406202753
2011,0,-2.406202753,2.406202753
2012,0,-2.406202753,2.406202753
2013,0,-2.406202753,2.406202753
2014,0,-2.406202753,2.406202753
2015,0,-2.406202753,2.406202753
2016,0,-2.406202753,2.406202753
2017,0,-2.406202753,2.406202753
2018,0,-2.406202753,2.406202753
2019,0,-2.406202753,2.406202753
2020,0,-2.406202753,2.406202753
2021,0,-2.406202753,2.406202753
2022,0,-2.406202753,2.406202753
2023,0,-2.406202753,2.406202753
2024,0,-2.406202753,2.406202753
2025,0,-2.406202753,2.406202753
2026,0,-2.406202753,2.406202753
2027,0,-2.406202753,2.406202753
2028,0,-2.406202753,2.406202753
2029,0,-2.406202753,2.406202753
2030,0,-2.406202753,2.406202753
2031,0,-2.406202753,2.406202753
2032,0,-2.406202753,2.406202753
2033,0,-2.406202753,2.406202753
2034,0,-2.406202753,2.406202753
2035,0,-2.406202753,2.406202753
2036,0,-2.406202753,2.406202753
2037,0,-2.406202753,2.406202753
